instance_id,cluster_size,user_id,database_id,query_id,arrival_timestamp,compile_duration_ms,queue_duration_ms,execution_duration_ms,feature_fingerprint,was_aborted,was_cached,cache_source_query_id,query_type,num_permanent_tables_accessed,num_external_tables_accessed,num_system_tables_accessed,read_table_ids,write_table_ids,mbytes_scanned,mbytes_spilled,num_joins,num_scans,num_aggregations,query_hash,start_t,join_tables,write_table,structural_repetition_id,unique_db_instance,exact_repetition_hash,sql,approximated_scan_selectivities
1,1,1,1,1,2024-01-01 08:01:00,1,0,21,tpch_q01,0,0,,select,1,0,0,101,,378.661824,0.0,0,1,1,"tpch_q01#1#0#(101,)",lineitem_0,lineitem_0,,0,2,0,"SELECT DISTINCT ON(""lineitem_0"".""l_orderkey"", ""lineitem_0"".""l_linenumber"") ""lineitem_0"".""l_receiptdate"" FROM ""lineitem_0"" WHERE ""lineitem_0"".""l_discount"" BETWEEN 0.0 AND 0.05;","[('lineitem_0', 'l_discount', 0.5346534653465347)]"
1,1,1,1,2,2024-01-01 08:02:00,1,0,14,tpch_q02,0,0,,select,5,0,0,"107,104,105,108,106",,39.614112,0.0,8,10,2,"tpch_q02#10#8#(104, 105, 106, 107, 108)",orders_1,"customer_1,part_1,orders_1,partsupp_1,region_1,lineitem_1,supplier_1,nation_1",,20,2,2,"SELECT DISTINCT ON(""orders_1"".""o_orderkey"") ""orders_1"".""o_comment"", ""orders_1"".""o_comment"" FROM ""orders_1"" JOIN lineitem_1 ON ""orders_1"".""o_orderkey"" = ""lineitem_1"".""l_orderkey"" JOIN supplier_1 ON ""lineitem_1"".""l_suppkey"" = ""supplier_1"".""s_suppkey"" JOIN partsupp_1 ON ""lineitem_1"".""l_partkey"" = ""partsupp_1"".""ps_partkey"" AND ""lineitem_1"".""l_suppkey"" = ""partsupp_1"".""ps_suppkey"" JOIN part_1 ON ""partsupp_1"".""ps_partkey"" = ""part_1"".""p_partkey"" JOIN nation_1 ON ""supplier_1"".""s_nationkey"" = ""nation_1"".""n_nationkey"" JOIN region_1 ON ""nation_1"".""n_regionkey"" = ""region_1"".""r_regionkey"" JOIN customer_1 ON ""nation_1"".""n_nationkey"" = ""customer_1"".""c_nationkey"" WHERE ""customer_1"".""c_phone"" BETWEEN '10-325-233-9271' AND '34-999-618-6881' AND ""part_1"".""p_brand"" BETWEEN 'Brand#11' AND 'Brand#55' AND ""orders_1"".""o_orderpriority"" BETWEEN '1-URGENT' AND '5-LOW' AND ""partsupp_1"".""ps_supplycost"" BETWEEN 11.01 AND 1000.0 AND ""region_1"".""r_comment"" BETWEEN 'ges. thinly even pinto beans ca' AND 'uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl' AND ""lineitem_1"".""l_commitdate"" BETWEEN '1992-03-24T00:00:00' AND '1998-10-31' AND ""supplier_1"".""s_acctbal"" BETWEEN -888.33 AND 9999.72 AND ""nation_1"".""n_comment"" BETWEEN 'haggle. carefully final deposits detect slyly agai' AND 'y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be';","[('customer_1', 'c_phone', 1.0), ('part_1', 'p_brand', 1.0), ('orders_1', 'o_orderpriority', 1.0), ('partsupp_1', 'ps_supplycost', 1.0), ('region_1', 'r_comment', 1.0), ('lineitem_1', 'l_commitdate', 1.0), ('supplier_1', 's_acctbal', 1.0), ('nation_1', 'n_comment', 1.0)]"
1,1,1,1,3,2024-01-01 08:03:00,1,0,14,tpch_q03,0,0,,select,3,0,0,"103,101,102",,21.887704,0.0,2,3,1,"tpch_q03#3#2#(101, 102, 103)",supplier_0,"nation_0,supplier_0,partsupp_0",,6,2,16,"SELECT DISTINCT ON(""supplier_0"".""s_suppkey"") ""supplier_0"".""s_name"" FROM ""supplier_0"" JOIN nation_0 ON ""supplier_0"".""s_nationkey"" = ""nation_0"".""n_nationkey"" JOIN partsupp_0 ON ""supplier_0"".""s_suppkey"" = ""partsupp_0"".""ps_suppkey"" WHERE ""nation_0"".""n_comment"" BETWEEN 'haggle. carefully final deposits detect slyly agai' AND 'y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be' AND ""partsupp_0"".""ps_availqty"" BETWEEN 99 AND 9999 AND ""supplier_0"".""s_acctbal"" BETWEEN -888.33 AND 9999.72;","[('nation_0', 'n_comment', 1.0), ('partsupp_0', 'ps_availqty', 1.0), ('supplier_0', 's_acctbal', 1.0)]"
1,1,1,1,4,2024-01-01 08:04:00,1,0,15,tpch_q04,0,0,,select,2,0,0,"101,102",,7.225008,0.0,3,4,2,"tpch_q04#4#3#(101, 102)",lineitem_0,"nation_0,lineitem_0,region_0,supplier_0",,10,2,12,"SELECT DISTINCT ON(""lineitem_0"".""l_orderkey"", ""lineitem_0"".""l_linenumber"") ""lineitem_0"".""l_commitdate"", ""lineitem_0"".""l_commitdate"" FROM ""lineitem_0"" JOIN supplier_0 ON ""lineitem_0"".""l_suppkey"" = ""supplier_0"".""s_suppkey"" JOIN nation_0 ON ""supplier_0"".""s_nationkey"" = ""nation_0"".""n_nationkey"" JOIN region_0 ON ""nation_0"".""n_regionkey"" = ""region_0"".""r_regionkey"" WHERE ""nation_0"".""n_comment"" BETWEEN 'haggle. carefully final deposits detect slyly agai' AND 'pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t' AND ""lineitem_0"".""l_commitdate"" BETWEEN '1997-03-28T00:00:00' AND '1997-07-26T00:00:00' AND ""region_0"".""r_comment"" BETWEEN 'uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl' AND 'uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl' AND ""supplier_0"".""s_acctbal"" BETWEEN 6028.85 AND 6591.02;","[('nation_0', 'n_comment', 0.0891089108910891), ('lineitem_0', 'l_commitdate', 0.0594059405940594), ('region_0', 'r_comment', 0.1188118811881188), ('supplier_0', 's_acctbal', 0.0594059405940594)]"
1,1,1,1,5,2024-01-01 08:05:00,1,0,13,tpch_q05,0,0,,select,6,0,0,"103,101,107,102,108,106",,11.552344,0.0,5,6,1,"tpch_q05#6#5#(101, 102, 103, 106, 107, 108)",supplier_0,"customer_0,orders_0,supplier_0,nation_0,lineitem_0,partsupp_0",,17,2,5,"SELECT DISTINCT ON(""supplier_0"".""s_suppkey"") ""supplier_0"".""s_name"" FROM ""supplier_0"" JOIN nation_0 ON ""supplier_0"".""s_nationkey"" = ""nation_0"".""n_nationkey"" JOIN partsupp_0 ON ""supplier_0"".""s_suppkey"" = ""partsupp_0"".""ps_suppkey"" JOIN customer_0 ON ""nation_0"".""n_nationkey"" = ""customer_0"".""c_nationkey"" JOIN orders_0 ON ""customer_0"".""c_custkey"" = ""orders_0"".""o_custkey"" JOIN lineitem_0 ON ""orders_0"".""o_orderkey"" = ""lineitem_0"".""l_orderkey"" WHERE ""customer_0"".""c_mktsegment"" BETWEEN 'BUILDING' AND 'BUILDING' AND ""orders_0"".""o_shippriority"" BETWEEN 0 AND 0 AND ""supplier_0"".""s_phone"" BETWEEN '21-819-445-6675' AND '23-420-323-6460' AND ""nation_0"".""n_comment"" BETWEEN 'l platelets. regular accounts x-ray: unusual, regular acco' AND 'nic deposits boost atop the quickly final requests? quickly regula' AND ""lineitem_0"".""l_quantity"" BETWEEN 9.0 AND 12.0 AND ""partsupp_0"".""ps_supplycost"" BETWEEN 380.85 AND 440.57;","[('customer_0', 'c_mktsegment', 0.19801980198019803), ('orders_0', 'o_shippriority', 1.0), ('supplier_0', 's_phone', 0.06930693069306931), ('nation_0', 'n_comment', 0.07920792079207921), ('lineitem_0', 'l_quantity', 0.07920792079207921), ('partsupp_0', 'ps_supplycost', 0.06930693069306931)]"
1,1,1,1,6,2024-01-01 08:06:00,1,0,4,tpch_q06,0,0,,select,1,0,0,101,,1.82656,0.0,0,1,1,"tpch_q06#1#0#(101,)",lineitem_0,lineitem_0,,1,2,1,"SELECT DISTINCT ON(""lineitem_0"".""l_orderkey"", ""lineitem_0"".""l_linenumber"") ""lineitem_0"".""l_extendedprice"" FROM ""lineitem_0"" WHERE ""lineitem_0"".""l_shipinstruct"" BETWEEN 'COLLECT COD' AND 'DELIVER IN PERSON';","[('lineitem_0', 'l_shipinstruct', 0.48514851485148514)]"
1,1,1,1,7,2024-01-01 08:07:00,1,0,14,tpch_q07,0,0,,select,5,0,0,"103,101,107,102,106",,68.072668,0.0,5,6,1,"tpch_q07#6#5#(101, 102, 103, 106, 107)",supplier_0,"customer_0,orders_0,supplier_0,nation_0,lineitem_0,partsupp_0",,16,2,6,"SELECT DISTINCT ON(""supplier_0"".""s_suppkey"") ""supplier_0"".""s_address"" FROM ""supplier_0"" JOIN nation_0 ON ""supplier_0"".""s_nationkey"" = ""nation_0"".""n_nationkey"" JOIN partsupp_0 ON ""supplier_0"".""s_suppkey"" = ""partsupp_0"".""ps_suppkey"" JOIN customer_0 ON ""nation_0"".""n_nationkey"" = ""customer_0"".""c_nationkey"" JOIN lineitem_0 ON ""partsupp_0"".""ps_partkey"" = ""lineitem_0"".""l_partkey"" AND ""partsupp_0"".""ps_suppkey"" = ""lineitem_0"".""l_suppkey"" JOIN orders_0 ON ""lineitem_0"".""l_orderkey"" = ""orders_0"".""o_orderkey"" WHERE ""customer_0"".""c_mktsegment"" BETWEEN 'HOUSEHOLD' AND 'HOUSEHOLD' AND ""orders_0"".""o_orderdate"" BETWEEN '1996-07-19T00:00:00' AND '1997-05-27T00:00:00' AND ""supplier_0"".""s_phone"" BETWEEN '17-915-301-9134' AND '21-201-455-3427' AND ""nation_0"".""n_comment"" BETWEEN 'eans boost carefully special requests. accounts are. carefull' AND 'hely enticingly express accounts. even, final' AND ""lineitem_0"".""l_shipinstruct"" BETWEEN 'COLLECT COD' AND 'DELIVER IN PERSON' AND ""partsupp_0"".""ps_supplycost"" BETWEEN 510.34 AND 639.89;","[('customer_0', 'c_mktsegment', 0.2079207920792079), ('orders_0', 'o_orderdate', 0.13861386138613863), ('supplier_0', 's_phone', 0.13861386138613863), ('nation_0', 'n_comment', 0.15841584158415842), ('lineitem_0', 'l_shipinstruct', 0.48514851485148514), ('partsupp_0', 'ps_supplycost', 0.13861386138613863)]"
1,1,1,1,8,2024-01-01 08:08:00,1,0,16,tpch_q08,0,0,,select,7,0,0,"103,101,107,102,104,108,106",,26.717096,0.0,7,8,1,"tpch_q08#8#7#(101, 102, 103, 104, 106, 107, 108)",supplier_0,"customer_0,orders_0,region_0,supplier_0,part_0,nation_0,lineitem_0,partsupp_0",,19,2,3,"SELECT DISTINCT ON(""supplier_0"".""s_suppkey"") ""supplier_0"".""s_name"" FROM ""supplier_0"" JOIN nation_0 ON ""supplier_0"".""s_nationkey"" = ""nation_0"".""n_nationkey"" JOIN customer_0 ON ""nation_0"".""n_nationkey"" = ""customer_0"".""c_nationkey"" JOIN partsupp_0 ON ""supplier_0"".""s_suppkey"" = ""partsupp_0"".""ps_suppkey"" JOIN lineitem_0 ON ""supplier_0"".""s_suppkey"" = ""lineitem_0"".""l_suppkey"" JOIN orders_0 ON ""lineitem_0"".""l_orderkey"" = ""orders_0"".""o_orderkey"" JOIN part_0 ON ""lineitem_0"".""l_partkey"" = ""part_0"".""p_partkey"" JOIN region_0 ON ""nation_0"".""n_regionkey"" = ""region_0"".""r_regionkey"" WHERE ""customer_0"".""c_acctbal"" BETWEEN 9221.51 AND 9999.99 AND ""orders_0"".""o_clerk"" BETWEEN 'Clerk#000000171' AND 'Clerk#000000251' AND ""region_0"".""r_comment"" BETWEEN 'ges. thinly even pinto beans ca' AND 'ges. thinly even pinto beans ca' AND ""supplier_0"".""s_name"" BETWEEN 'Supplier#000001000' AND 'Supplier#000001800' AND ""part_0"".""p_brand"" BETWEEN 'Brand#24' AND 'Brand#31' AND ""nation_0"".""n_comment"" BETWEEN 's. ironic, unusual asymptotes wake blithely r' AND 'ts. silent requests haggle. closely express packages sleep across the blithely' AND ""lineitem_0"".""l_extendedprice"" BETWEEN 29534.61 AND 35280.74 AND ""partsupp_0"".""ps_availqty"" BETWEEN 8902 AND 9700;","[('customer_0', 'c_acctbal', 0.0891089108910891), ('orders_0', 'o_clerk', 0.0891089108910891), ('region_0', 'r_comment', 0.2871287128712871), ('supplier_0', 's_name', 0.0891089108910891), ('part_0', 'p_brand', 0.1188118811881188), ('nation_0', 'n_comment', 0.1188118811881188), ('lineitem_0', 'l_extendedprice', 0.0891089108910891), ('partsupp_0', 'ps_availqty', 0.0891089108910891)]"
1,1,1,1,9,2024-01-01 08:09:00,1,0,39,tpch_q09,0,0,,select,6,0,0,"101,107,102,104,105,106",,325.487576,0.0,5,6,1,"tpch_q09#6#5#(101, 102, 104, 105, 106, 107)",lineitem_0,"customer_0,orders_0,supplier_0,part_0,lineitem_0,partsupp_0",,15,2,7,"SELECT DISTINCT ON(""lineitem_0"".""l_orderkey"", ""lineitem_0"".""l_linenumber"") ""lineitem_0"".""l_comment"" FROM ""lineitem_0"" JOIN partsupp_0 ON ""lineitem_0"".""l_partkey"" = ""partsupp_0"".""ps_partkey"" AND ""lineitem_0"".""l_suppkey"" = ""partsupp_0"".""ps_suppkey"" JOIN part_0 ON ""lineitem_0"".""l_partkey"" = ""part_0"".""p_partkey"" JOIN supplier_0 ON ""partsupp_0"".""ps_suppkey"" = ""supplier_0"".""s_suppkey"" JOIN orders_0 ON ""lineitem_0"".""l_orderkey"" = ""orders_0"".""o_orderkey"" JOIN customer_0 ON ""orders_0"".""o_custkey"" = ""customer_0"".""c_custkey"" WHERE ""orders_0"".""o_orderstatus"" BETWEEN 'F' AND 'O' AND ""customer_0"".""c_acctbal"" BETWEEN 3274.28 AND 8239.62 AND ""supplier_0"".""s_name"" BETWEEN 'Supplier#000002000' AND 'Supplier#000006500' AND ""part_0"".""p_mfgr"" BETWEEN 'Manufacturer#2' AND 'Manufacturer#5' AND ""lineitem_0"".""l_receiptdate"" BETWEEN '1994-04-29T00:00:00' AND '1997-04-13T00:00:00' AND ""partsupp_0"".""ps_availqty"" BETWEEN 2405 AND 6903;","[('orders_0', 'o_orderstatus', 0.9603960396039604), ('customer_0', 'c_acctbal', 0.45544554455445546), ('supplier_0', 's_name', 0.45544554455445546), ('part_0', 'p_mfgr', 0.801980198019802), ('lineitem_0', 'l_receiptdate', 0.45544554455445546), ('partsupp_0', 'ps_availqty', 0.45544554455445546)]"
1,1,1,1,10,2024-01-01 08:10:00,1,0,31,tpch_q10,0,0,,select,4,0,0,"103,101,107,102",,7.131424,0.0,3,4,1,"tpch_q10#4#3#(101, 102, 103, 107)",supplier_0,"nation_0,customer_0,lineitem_0,supplier_0",,8,2,14,"SELECT DISTINCT ON(""supplier_0"".""s_suppkey"") ""supplier_0"".""s_nationkey"" FROM ""supplier_0"" JOIN nation_0 ON ""supplier_0"".""s_nationkey"" = ""nation_0"".""n_nationkey"" JOIN customer_0 ON ""nation_0"".""n_nationkey"" = ""customer_0"".""c_nationkey"" JOIN lineitem_0 ON ""supplier_0"".""s_suppkey"" = ""lineitem_0"".""l_suppkey"" WHERE ""nation_0"".""n_name"" BETWEEN 'MOZAMBIQUE' AND 'PERU' AND ""customer_0"".""c_comment"" BETWEEN 'deas among the carefully unusual pinto beans are sometimes ironic deposits: slyly final' AND 'efully ironic excuses. furiously regular requests according to the carefully final requests kindle blithe' AND ""lineitem_0"".""l_shipdate"" BETWEEN '1996-08-25T00:00:00' AND '1996-12-23T00:00:00' AND ""supplier_0"".""s_comment"" BETWEEN 'against the carefully ironic request' AND 'furiously regular requests haggle furiously bold pinto beans. quickly silent requests haggle a';","[('nation_0', 'n_name', 0.07920792079207921), ('customer_0', 'c_comment', 0.0594059405940594), ('lineitem_0', 'l_shipdate', 0.0594059405940594), ('supplier_0', 's_comment', 0.0594059405940594)]"
